ID;Conf;D1G-P;D1G-R;D1G-F1;D1Y-P;D1Y-R;D1Y-F1;D1R-P;D1R-R;D1R-F1;D1Accuracy;D2G-P;D2G-R;D2G-F1;D2Y-P;D2Y-R;D2Y-F1;D2R-P;D2R-R;D2R-F1;D2Accuracy
74;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 10, 'criterion': 'entropy', 'random_state': 42, 'max_features': None};0.7519;0.8000;0.7752;0.7130;0.6508;0.6805;0.6346;0.6735;0.6535;0.7167;0.6481;0.8974;0.7527;0.6250;0.5405;0.5797;0.0000;0.0000;0.0000;0.6250
75;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 10, 'criterion': 'entropy', 'random_state': 42, 'max_features': 0.5};0.7652;0.8080;0.7860;0.7265;0.6746;0.6996;0.7255;0.7551;0.7400;0.7433;1.0000;0.6410;0.7813;0.5873;1.0000;0.7400;0.0000;0.0000;0.0000;0.7045
76;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 10, 'criterion': 'gini', 'random_state': 42, 'max_features': 'auto'};0.6963;0.7520;0.7231;0.6410;0.5952;0.6173;0.4792;0.4694;0.4742;0.6400;0.4507;0.8205;0.5818;0.2143;0.0811;0.1176;0.6667;0.1667;0.2667;0.4205
77;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 10, 'criterion': 'gini', 'random_state': 42, 'max_features': 'log2'};0.7000;0.7840;0.7396;0.6491;0.5873;0.6167;0.5000;0.4694;0.4842;0.6500;0.6444;0.7436;0.6905;0.5217;0.3243;0.4000;0.3500;0.5833;0.4375;0.5455
78;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 10, 'criterion': 'gini', 'random_state': 42, 'max_features': None};0.7538;0.7840;0.7686;0.6992;0.7381;0.7181;0.5946;0.4490;0.5116;0.7100;0.4545;0.7692;0.5714;0.3000;0.1622;0.2105;0.0000;0.0000;0.0000;0.4091
79;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 10, 'criterion': 'gini', 'random_state': 42, 'max_features': 0.5};0.7591;0.8320;0.7939;0.7521;0.7222;0.7368;0.6667;0.5714;0.6154;0.7433;1.0000;0.6410;0.7813;0.5873;1.0000;0.7400;0.0000;0.0000;0.0000;0.7045
80;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 15, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'auto'};0.7143;0.7600;0.7364;0.6271;0.5873;0.6066;0.3469;0.3469;0.3469;0.6200;0.8710;0.6923;0.7714;0.5789;0.8919;0.7021;0.0000;0.0000;0.0000;0.6818
81;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 15, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'log2'};0.7222;0.7280;0.7251;0.6148;0.5952;0.6048;0.4615;0.4898;0.4752;0.6333;0.6944;0.6410;0.6667;0.5577;0.7838;0.6517;0.0000;0.0000;0.0000;0.6136
82;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 15, 'criterion': 'entropy', 'random_state': 42, 'max_features': None};0.7591;0.8320;0.7939;0.7281;0.6587;0.6917;0.5918;0.5918;0.5918;0.7200;0.7381;0.7949;0.7654;0.5909;0.7027;0.6420;0.0000;0.0000;0.0000;0.6477
83;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 15, 'criterion': 'entropy', 'random_state': 42, 'max_features': 0.5};0.7500;0.7920;0.7704;0.6641;0.6746;0.6693;0.7000;0.5714;0.6292;0.7067;0.5789;0.8462;0.6875;0.5806;0.4865;0.5294;0.0000;0.0000;0.0000;0.5795
84;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 15, 'criterion': 'gini', 'random_state': 42, 'max_features': 'auto'};0.6906;0.7680;0.7273;0.6308;0.6508;0.6406;0.4839;0.3061;0.3750;0.6433;0.8710;0.6923;0.7714;0.5789;0.8919;0.7021;0.0000;0.0000;0.0000;0.6818
85;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 15, 'criterion': 'gini', 'random_state': 42, 'max_features': 'log2'};0.7000;0.7280;0.7137;0.6491;0.5873;0.6167;0.4643;0.5306;0.4952;0.6367;0.4103;0.8205;0.5470;0.3000;0.0811;0.1277;0.0000;0.0000;0.0000;0.3977
86;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 15, 'criterion': 'gini', 'random_state': 42, 'max_features': None};0.7323;0.7440;0.7381;0.6434;0.7302;0.6840;0.5333;0.3265;0.4051;0.6700;0.4444;0.9231;0.6000;0.2000;0.0270;0.0476;0.0000;0.0000;0.0000;0.4205
87;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 15, 'criterion': 'gini', 'random_state': 42, 'max_features': 0.5};0.7348;0.7760;0.7549;0.6818;0.7143;0.6977;0.8056;0.5918;0.6824;0.7200;1.0000;0.6667;0.8000;0.5968;1.0000;0.7475;0.0000;0.0000;0.0000;0.7159
88;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 20, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'auto'};0.6838;0.7440;0.7126;0.6372;0.5714;0.6025;0.5098;0.5306;0.5200;0.6367;0.7297;0.6923;0.7105;0.5600;0.7568;0.6437;0.0000;0.0000;0.0000;0.6250
89;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 20, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'log2'};0.7778;0.6720;0.7210;0.6316;0.7619;0.6906;0.6000;0.4898;0.5393;0.6800;0.7429;0.6667;0.7027;0.5769;0.8108;0.6742;0.0000;0.0000;0.0000;0.6364
90;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 20, 'criterion': 'entropy', 'random_state': 42, 'max_features': None};0.7500;0.8400;0.7925;0.7345;0.6587;0.6946;0.5745;0.5510;0.5625;0.7167;0.7381;0.7949;0.7654;0.5909;0.7027;0.6420;0.0000;0.0000;0.0000;0.6477
91;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 20, 'criterion': 'entropy', 'random_state': 42, 'max_features': 0.5};0.8017;0.7440;0.7718;0.6552;0.7540;0.7011;0.6154;0.4898;0.5455;0.7067;0.6765;0.5897;0.6301;0.4815;0.7027;0.5714;0.0000;0.0000;0.0000;0.5568
92;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 20, 'criterion': 'gini', 'random_state': 42, 'max_features': 'auto'};0.7023;0.7360;0.7187;0.5906;0.5952;0.5929;0.4762;0.4082;0.4396;0.6233;0.7297;0.6923;0.7105;0.5600;0.7568;0.6437;0.0000;0.0000;0.0000;0.6250
93;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 20, 'criterion': 'gini', 'random_state': 42, 'max_features': 'log2'};0.7830;0.6640;0.7186;0.6408;0.7222;0.6791;0.5385;0.5714;0.5545;0.6733;0.7879;0.6667;0.7222;0.5818;0.8649;0.6957;0.0000;0.0000;0.0000;0.6591
94;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 20, 'criterion': 'gini', 'random_state': 42, 'max_features': None};0.7244;0.7360;0.7302;0.6136;0.6429;0.6279;0.4634;0.3878;0.4222;0.6400;0.4507;0.8205;0.5818;0.2667;0.1081;0.1538;0.0000;0.0000;0.0000;0.4091
95;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 20, 'criterion': 'gini', 'random_state': 42, 'max_features': 0.5};0.8571;0.6720;0.7534;0.6536;0.7937;0.7168;0.5714;0.5714;0.5714;0.7067;0.9600;0.6154;0.7500;0.5873;1.0000;0.7400;0.0000;0.0000;0.0000;0.6932
96;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 25, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'auto'};0.6148;0.6640;0.6385;0.5259;0.4841;0.5041;0.4286;0.4286;0.4286;0.5500;0.8235;0.7179;0.7671;0.6111;0.8919;0.7253;0.0000;0.0000;0.0000;0.6932
97;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 25, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'log2'};0.7419;0.7360;0.7390;0.6160;0.6111;0.6135;0.4706;0.4898;0.4800;0.6433;0.7429;0.6667;0.7027;0.5769;0.8108;0.6742;0.0000;0.0000;0.0000;0.6364
98;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 25, 'criterion': 'entropy', 'random_state': 42, 'max_features': None};0.7538;0.7840;0.7686;0.6692;0.6905;0.6797;0.6000;0.4898;0.5393;0.6967;0.7750;0.7949;0.7848;0.6087;0.7568;0.6747;0.0000;0.0000;0.0000;0.6705
99;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 25, 'criterion': 'entropy', 'random_state': 42, 'max_features': 0.5};0.8319;0.7520;0.7899;0.7216;0.5556;0.6278;0.4889;0.8980;0.6331;0.6933;0.6765;0.5897;0.6301;0.4815;0.7027;0.5714;0.0000;0.0000;0.0000;0.5568
100;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 25, 'criterion': 'gini', 'random_state': 42, 'max_features': 'auto'};0.6400;0.7680;0.6982;0.5804;0.5159;0.5462;0.5263;0.4082;0.4598;0.6033;0.8235;0.7179;0.7671;0.6111;0.8919;0.7253;0.0000;0.0000;0.0000;0.6932
101;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 25, 'criterion': 'gini', 'random_state': 42, 'max_features': 'log2'};0.7623;0.7440;0.7530;0.7075;0.5952;0.6466;0.4722;0.6939;0.5620;0.6733;0.8077;0.5385;0.6462;0.4286;0.4054;0.4167;0.0370;0.0833;0.0513;0.4205
102;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 25, 'criterion': 'gini', 'random_state': 42, 'max_features': None};0.7165;0.7280;0.7222;0.6522;0.5952;0.6224;0.5000;0.5918;0.5421;0.6500;0.9615;0.6410;0.7692;0.5763;0.9189;0.7083;0.0000;0.0000;0.0000;0.6705
103;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 25, 'criterion': 'gini', 'random_state': 42, 'max_features': 0.5};0.7563;0.7200;0.7377;0.6729;0.5714;0.6180;0.4730;0.7143;0.5691;0.6567;0.6765;0.5897;0.6301;0.4815;0.7027;0.5714;0.0000;0.0000;0.0000;0.5568
104;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 30, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'auto'};0.6284;0.7440;0.6813;0.6071;0.5397;0.5714;0.5250;0.4286;0.4719;0.6067;0.4571;0.8205;0.5872;0.2143;0.0811;0.1176;0.0000;0.0000;0.0000;0.3977
105;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 30, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'log2'};0.6739;0.7440;0.7072;0.6066;0.5873;0.5968;0.5000;0.4082;0.4494;0.6233;0.8125;0.6667;0.7324;0.6000;0.8919;0.7174;0.0000;0.0000;0.0000;0.6705
106;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 30, 'criterion': 'entropy', 'random_state': 42, 'max_features': None};0.7385;0.7680;0.7529;0.6512;0.6667;0.6588;0.5854;0.4898;0.5333;0.6800;0.7143;0.7692;0.7407;0.5682;0.6757;0.6173;0.0000;0.0000;0.0000;0.6250
107;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 30, 'criterion': 'entropy', 'random_state': 42, 'max_features': 0.5};0.7680;0.7680;0.7680;0.6602;0.5397;0.5939;0.4861;0.7143;0.5785;0.6633;0.5789;0.8462;0.6875;0.5806;0.4865;0.5294;0.0000;0.0000;0.0000;0.5795
108;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 30, 'criterion': 'gini', 'random_state': 42, 'max_features': 'auto'};0.6483;0.7520;0.6963;0.6042;0.4603;0.5225;0.4576;0.5510;0.5000;0.5967;0.4571;0.8205;0.5872;0.2143;0.0811;0.1176;0.0000;0.0000;0.0000;0.3977
109;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 30, 'criterion': 'gini', 'random_state': 42, 'max_features': 'log2'};0.7083;0.6800;0.6939;0.6033;0.5794;0.5911;0.3559;0.4286;0.3889;0.5967;0.8182;0.6923;0.7500;0.6000;0.8919;0.7174;0.0000;0.0000;0.0000;0.6818
110;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 30, 'criterion': 'gini', 'random_state': 42, 'max_features': None};0.7101;0.7840;0.7452;0.6847;0.6032;0.6414;0.5098;0.5306;0.5200;0.6667;0.8824;0.7692;0.8219;0.6078;0.8378;0.7045;0.0000;0.0000;0.0000;0.6932
111;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.005, 'min_samples_leaf': 30, 'criterion': 'gini', 'random_state': 42, 'max_features': 0.5};0.7236;0.7120;0.7177;0.6832;0.5476;0.6079;0.4605;0.7143;0.5600;0.6433;0.5789;0.8462;0.6875;0.5806;0.4865;0.5294;0.0000;0.0000;0.0000;0.5795
112;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 1, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'auto'};0.7984;0.8240;0.8110;0.7287;0.7460;0.7373;0.7143;0.6122;0.6593;0.7567;0.4792;0.5897;0.5287;0.3889;0.3784;0.3836;0.2500;0.0833;0.1250;0.4318
113;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 1, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'log2'};0.7537;0.8080;0.7799;0.7000;0.6667;0.6829;0.6087;0.5714;0.5895;0.7100;0.6875;0.8462;0.7586;0.6316;0.6486;0.6400;1.0000;0.1667;0.2857;0.6705
114;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 1, 'criterion': 'entropy', 'random_state': 42, 'max_features': None};0.7769;0.7520;0.7642;0.6765;0.7302;0.7023;0.7209;0.6327;0.6739;0.7233;0.6512;0.7179;0.6829;0.5854;0.6486;0.6154;0.5000;0.1667;0.2500;0.6136
115;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 1, 'criterion': 'entropy', 'random_state': 42, 'max_features': 0.5};0.7803;0.8240;0.8016;0.7120;0.7063;0.7092;0.7209;0.6327;0.6739;0.7433;0.6250;0.5128;0.5634;0.4464;0.6757;0.5376;0.0000;0.0000;0.0000;0.5114
116;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 1, 'criterion': 'gini', 'random_state': 42, 'max_features': 'auto'};0.7634;0.8000;0.7813;0.7288;0.6825;0.7049;0.6667;0.6939;0.6800;0.7333;0.8710;0.6923;0.7714;0.5926;0.8649;0.7033;0.0000;0.0000;0.0000;0.6705
117;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 1, 'criterion': 'gini', 'random_state': 42, 'max_features': 'log2'};0.7857;0.7920;0.7888;0.6692;0.7063;0.6873;0.5854;0.4898;0.5333;0.7067;0.7273;0.8205;0.7711;0.6905;0.7838;0.7342;0.0000;0.0000;0.0000;0.6932
118;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 1, 'criterion': 'gini', 'random_state': 42, 'max_features': None};0.7984;0.7920;0.7952;0.7348;0.7698;0.7519;0.6136;0.5510;0.5806;0.7433;0.7778;0.7179;0.7467;0.5714;0.7568;0.6512;0.0000;0.0000;0.0000;0.6364
119;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 1, 'criterion': 'gini', 'random_state': 42, 'max_features': 0.5};0.8000;0.7680;0.7837;0.6791;0.7222;0.7000;0.6087;0.5714;0.5895;0.7167;0.4474;0.4359;0.4416;0.3600;0.4865;0.4138;0.0000;0.0000;0.0000;0.3977
120;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 5, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'auto'};0.7623;0.7440;0.7530;0.6484;0.6587;0.6535;0.6000;0.6122;0.6061;0.6867;0.2979;0.3590;0.3256;0.3478;0.2162;0.2667;0.0556;0.0833;0.0667;0.2614
121;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 5, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'log2'};0.7226;0.7920;0.7557;0.7094;0.6587;0.6831;0.6522;0.6122;0.6316;0.7067;0.7021;0.8462;0.7674;0.6765;0.6216;0.6479;0.0000;0.0000;0.0000;0.6364
122;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 5, 'criterion': 'entropy', 'random_state': 42, 'max_features': None};0.7600;0.7600;0.7600;0.6718;0.6984;0.6848;0.5909;0.5306;0.5591;0.6967;0.6591;0.7436;0.6988;0.5854;0.6486;0.6154;0.6667;0.1667;0.2667;0.6250
123;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 5, 'criterion': 'entropy', 'random_state': 42, 'max_features': 0.5};0.8413;0.8480;0.8446;0.7323;0.7381;0.7352;0.7021;0.6735;0.6875;0.7733;0.9600;0.6154;0.7500;0.5968;1.0000;0.7475;1.0000;0.0833;0.1538;0.7045
124;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 5, 'criterion': 'gini', 'random_state': 42, 'max_features': 'auto'};0.7674;0.7920;0.7795;0.6947;0.7222;0.7082;0.6750;0.5510;0.6067;0.7233;0.7857;0.2821;0.4151;0.5965;0.9189;0.7234;0.0000;0.0000;0.0000;0.5114
125;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 5, 'criterion': 'gini', 'random_state': 42, 'max_features': 'log2'};0.7752;0.8000;0.7874;0.6953;0.7063;0.7008;0.6279;0.5510;0.5870;0.7200;0.7436;0.7436;0.7436;0.6222;0.7568;0.6829;0.0000;0.0000;0.0000;0.6477
126;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 5, 'criterion': 'gini', 'random_state': 42, 'max_features': None};0.7920;0.7920;0.7920;0.6866;0.7302;0.7077;0.5610;0.4694;0.5111;0.7133;0.7647;0.6667;0.7123;0.5490;0.7568;0.6364;0.0000;0.0000;0.0000;0.6136
127;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 5, 'criterion': 'gini', 'random_state': 42, 'max_features': 0.5};0.8031;0.8160;0.8095;0.7200;0.7143;0.7171;0.6667;0.6531;0.6598;0.7467;0.8276;0.6154;0.7059;0.5593;0.8919;0.6875;0.0000;0.0000;0.0000;0.6477
128;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 10, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'auto'};0.7520;0.7520;0.7520;0.6496;0.6032;0.6255;0.4483;0.5306;0.4860;0.6533;0.4359;0.8718;0.5812;0.2000;0.0541;0.0851;0.0000;0.0000;0.0000;0.4091
129;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 10, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'log2'};0.7597;0.7840;0.7717;0.6552;0.6032;0.6281;0.4909;0.5510;0.5192;0.6700;0.7105;0.6923;0.7013;0.6042;0.7838;0.6824;1.0000;0.1667;0.2857;0.6591
130;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 10, 'criterion': 'entropy', 'random_state': 42, 'max_features': None};0.7519;0.8000;0.7752;0.7130;0.6508;0.6805;0.6346;0.6735;0.6535;0.7167;0.6481;0.8974;0.7527;0.6250;0.5405;0.5797;0.0000;0.0000;0.0000;0.6250
131;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 10, 'criterion': 'entropy', 'random_state': 42, 'max_features': 0.5};0.7652;0.8080;0.7860;0.7265;0.6746;0.6996;0.7255;0.7551;0.7400;0.7433;1.0000;0.6410;0.7813;0.5873;1.0000;0.7400;0.0000;0.0000;0.0000;0.7045
132;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 10, 'criterion': 'gini', 'random_state': 42, 'max_features': 'auto'};0.7319;0.8080;0.7681;0.6847;0.6032;0.6414;0.4902;0.5102;0.5000;0.6733;0.4507;0.8205;0.5818;0.2143;0.0811;0.1176;0.6667;0.1667;0.2667;0.4205
133;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 10, 'criterion': 'gini', 'random_state': 42, 'max_features': 'log2'};0.7080;0.7760;0.7405;0.6357;0.6508;0.6431;0.5882;0.4082;0.4819;0.6633;0.7429;0.6667;0.7027;0.5217;0.3243;0.4000;0.2333;0.5833;0.3333;0.5114
134;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 10, 'criterion': 'gini', 'random_state': 42, 'max_features': None};0.7656;0.7840;0.7747;0.6884;0.7540;0.7197;0.5588;0.3878;0.4578;0.7067;0.4545;0.7692;0.5714;0.3000;0.1622;0.2105;0.0000;0.0000;0.0000;0.4091
135;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 10, 'criterion': 'gini', 'random_state': 42, 'max_features': 0.5};0.7744;0.8240;0.7984;0.7381;0.7381;0.7381;0.6585;0.5510;0.6000;0.7433;1.0000;0.6410;0.7813;0.5873;1.0000;0.7400;0.0000;0.0000;0.0000;0.7045
136;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 15, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'auto'};0.7164;0.7680;0.7413;0.6325;0.5873;0.6091;0.3469;0.3469;0.3469;0.6233;0.8710;0.6923;0.7714;0.5789;0.8919;0.7021;0.0000;0.0000;0.0000;0.6818
137;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 15, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'log2'};0.7222;0.7280;0.7251;0.6148;0.5952;0.6048;0.4615;0.4898;0.4752;0.6333;0.6944;0.6410;0.6667;0.5577;0.7838;0.6517;0.0000;0.0000;0.0000;0.6136
138;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 15, 'criterion': 'entropy', 'random_state': 42, 'max_features': None};0.7591;0.8320;0.7939;0.7281;0.6587;0.6917;0.5918;0.5918;0.5918;0.7200;0.7381;0.7949;0.7654;0.5909;0.7027;0.6420;0.0000;0.0000;0.0000;0.6477
139;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 15, 'criterion': 'entropy', 'random_state': 42, 'max_features': 0.5};0.7500;0.7920;0.7704;0.6641;0.6746;0.6693;0.7000;0.5714;0.6292;0.7067;0.5789;0.8462;0.6875;0.5806;0.4865;0.5294;0.0000;0.0000;0.0000;0.5795
140;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 15, 'criterion': 'gini', 'random_state': 42, 'max_features': 'auto'};0.6835;0.7600;0.7197;0.6220;0.6270;0.6245;0.5588;0.3878;0.4578;0.6433;0.9310;0.6923;0.7941;0.5932;0.9459;0.7292;0.0000;0.0000;0.0000;0.7045
141;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 15, 'criterion': 'gini', 'random_state': 42, 'max_features': 'log2'};0.6992;0.7440;0.7209;0.6471;0.6111;0.6286;0.4792;0.4694;0.4742;0.6433;0.8387;0.6667;0.7429;0.5965;0.9189;0.7234;0.0000;0.0000;0.0000;0.6818
142;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 15, 'criterion': 'gini', 'random_state': 42, 'max_features': None};0.7323;0.7440;0.7381;0.6434;0.7302;0.6840;0.5333;0.3265;0.4051;0.6700;0.4444;0.9231;0.6000;0.2000;0.0270;0.0476;0.0000;0.0000;0.0000;0.4205
143;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 15, 'criterion': 'gini', 'random_state': 42, 'max_features': 0.5};0.7594;0.8080;0.7829;0.7099;0.7381;0.7237;0.8056;0.5918;0.6824;0.7433;1.0000;0.6667;0.8000;0.5968;1.0000;0.7475;0.0000;0.0000;0.0000;0.7159
144;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 20, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'auto'};0.6838;0.7440;0.7126;0.6372;0.5714;0.6025;0.5098;0.5306;0.5200;0.6367;0.7297;0.6923;0.7105;0.5600;0.7568;0.6437;0.0000;0.0000;0.0000;0.6250
145;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 20, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'log2'};0.7778;0.6720;0.7210;0.6316;0.7619;0.6906;0.6000;0.4898;0.5393;0.6800;0.7429;0.6667;0.7027;0.5769;0.8108;0.6742;0.0000;0.0000;0.0000;0.6364
146;{'max_depth': 30, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 20, 'criterion': 'entropy', 'random_state': 42, 'max_features': None};0.7500;0.8400;0.7925;0.7345;0.6587;0.6946;0.5745;0.5510;0.5625;0.7167;0.7381;0.7949;0.7654;0.5909;0.7027;0.6420;0.0000;0.0000;0.0000;0.6477
